"","x"
"11","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
'김재섭 비안네 신부 서품 25주년 기념 미사'7월 1일 산청 성심인애원 성당아트위캔 소속 발달장애 아티스트들(사진=아트위캔).[이데일리 이윤정 기자] 평생 장애인복지를 위해 일해온 김재섭 신부를 위해 발달장애 아티스트들이 나선다. 한국발달장애인문화예술협회 아트위캔 소속 발달장애음악인들은 7월 1일 산청 성심인애원 성당에서 열리는 ‘김재섭 비안네 신부 서품 25주년 기념 미사’에서 축하연주를 한다.김재섭 신부.김재섭 신부는 1997년부터 진주 프란치스코의집 노인요양원, 한인장애인복지회(미국) 담당 등 20여년을 장애인과 중증장애 어르신들을 위해 일해왔다. 2015년부터 한국발달장애문화예술협회 아트위캔의 발달장애음악인들을 위해 많은 연주기회를 제공하고 연주 공간을 무료로 대여하는 등 많은 도움을 주고 있다. 이번 미사에서는 클라리넷 앙상블 (유승엽, 김경주, 김유경, 나규희, 이승언, 권오빈, 김범순)과 현악앙상블 (박찬연, 전진성, 안지현, 김진혁, 김아라, 윤한규), 판소리 장성빈씨가 참여한다.이윤정 (younsim2@edaily.co.kr)20~30대를 위한 취업, 금융, 생활 정보가 가득 [스냅타임▶]네이버 홈에서 ‘이데일리’ 기사 보려면 [구독하기▶]최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞
	
	"
"12","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
오늘 내륙지역은 장맛비가 소강상태에 들겠습니다. 장마전선이 제주 남쪽 해상으로 물러나면서 제주도에만 장맛비가 내리겠는데요. 다만 일부 중부지방은 낮까지 빗방울떨어지는 곳이 있겠고 강원영서와 남부내륙은 대기가 불안정해  오후부터 5에서 30mm의 소나기가 내리겠습니다. 내일은 다시 장마전선이 북상하면서 전국에 장맛비가 내리겠습니다. 월요일까지 길게 이어지겠는데요. 특히 토요일인 내일은 충청과 남부지방에 일요일인 모레는 중부지방과 서해안에 시간당 30mm가 넘는 국지성 호우가 쏟아지겠습니다. 최근 전국적으로 많은 비가 내려 지반이 약해진 상태에서 또 다시 많은 비가 예상되니까요.  피해없도록 철저히 대비해야겠습니다.  오늘도 남해안과 제주도에는 바람이 강하게 불겠고 소나기가 오는 지역에선 돌풍이불고 우박이 떨어질 가능성이 있습니다. 현재 기온 어제 이시각과 비슷합니다. 낮기온은 서울 28도 광주와 대구 31도로  어제보다 1도에서 6도가량 높고 습도도 높아 후텁지근하겠습니다. 바다의 물결은 동해와 남해상에서 높게 일겠고 바람이 강하게 불고 안개도 짙게 끼겠습니다. 기상정보였습니다.KBS[저작권자ⓒ KBS 무단복제-재배포 금지]▶ ‘문어 영표’의 월드컵 예언!…오늘도 적중?▶ ‘TV보다 리얼’한 색다른 뉴스!
	
	"
"13","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
[5분 건강톡톡] “오락가락 몸무게…당뇨 위험 높인다”박광식기자 (doctor@kbs.co.kr)[저작권자ⓒ KBS 무단복제-재배포 금지]▶ ‘문어 영표’의 월드컵 예언!…오늘도 적중?▶ ‘TV보다 리얼’한 색다른 뉴스!
	
	"
"14","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
        무더워지는 시기에 맛있고 시원한 수박을 한입 베어 물면 더위가 싹 날아가지만, 제대로 알고 먹지 않으면 배탈이 날 수 있습니다. 특히 어린아이나 노인들은 구토와 설사를 동반할 수 있는데요.수박 모자이크병이란?수박 모자이크병의 실제이름은 오이 녹반 바이러스 입니다. 황색 반점이 잎 전면에 나타나며, 잎의 모자이크 부분에 주름이 져서 오그라지고, 곳곳에 황색 섬유 상의 줄이 생기면서 연화해서 썩은 냄새를 풍깁니다.발생원인은 날씨가 무더워질 때쯤 무가온 반촉성재배시 재배 후기에 야간온도가 약간 올라가 바이러스 증식에 적당한 온도가 되면 발생하는데요. 모자이크병은 전염성이 강한 바이러스로 농민의 손에 의해 옮겨지거나 진딧물에 의해 퍼지는 등 여러 가지 방법으로 쉽게 전염됩니다.모자이크병에 걸린 수박, 어떻게 구별할까?1. 씨앗 주변이 적자색이고, 황색 섬유 상의 줄이 3자 모양으로 되어 있으면 조심하세요.2. 썩은 냄새가 나거나 시큼한 냄새가 난다면 즉시 폐기하거나 환불하세요.3. 수박 꼭지가 말라 비틀어졌거나 갈색딱지가 있으면 그 수박은 되도록 피하세요.이 카드뉴스는 지역신문발전기금을 지원받았습니다.매일신문 디지털 시민기자 최수민디지털뉴스본부 기자 imaeil@msnet.co.krⓒ매일신문 - www.imaeil.com
	
	"
"15","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
[OSEN=강희수 기자] 동반성장위원회가 발표한 ‘2017년 동반성장지수 평가 결과’에서 르노삼성자동차(대표이사: 도미닉시뇨라)가 4년 연속 우수 등급을 달성했다. 동반성장지수는 공정거래위원회의 공정거래협약 이행평가와 동반성장위원회의 중소기업 체감도 평가를 합산, 산정해 동반성장위원회가 2011년부터 매년 발표하고 있다.29일 르노삼성자동차는 동반성장위원회의 협력사 체감도조사 가점 평가에서 4년 연속 점수를 높이면서 상한 점수인 10점을 받았다고 발표했다. 가점 항목 중 최고 배점인 해외 판로 개척과 상생결제시스템 부문에서 전년보다 크게 점수를 높였다고 설명했다. 르노삼성차는 공정거래협약 이행을 위해 하도급 거래 공정화 교육과 2, 3차 협력 업체까지 상생결제시스템 확대, 동반성장 아카데미 등 다양한 상생 문화 확산 활동들을 전개하고 있다. 특히 상생결제시스템은 중소기업이 대기업의 신용도를 활용해 은행을 통해 금융지원을 받는 제도로, 중소기업 입장에서는 금융비용도 줄이고 납품대금도 조기에 지급받을 수 있어 경영 안정에 혜택이 되는 시스템이다. 지난해 협력사의 르노삼성차 관련 매출은 2조 4,408억원으로 전년대비 11.3% 증가했으며 5년전인 2013년 1조 2309억원에 비해서는 두 배에 달하는 성장을 이뤘다. 또한 해외 판로 개척 지원으로 직접 르노-닛산 얼라이언스로 매년 1조원에 달하는 수출 효과를 거두고 있다.르노삼성자동차 구매본부장 황갑식 전무는 “르노삼성차만의 높은 품질력은 협력업체의 기술, 부품 경쟁력뿐만 아니라 지속성장·재무 건전성·글로벌 경쟁력의 결과” 라며 “앞으로도 고객들이 만족하는 제품 생산과 모든 협력업체의 글로벌 경쟁력 강화를 위해 더욱 동반성장에 앞장설 것”이라고 말했다. /100c@osen.co.kr[사진] 지난 2월 28일 열린 2018 르노삼성자동차 협력업체 컨벤션 현장. "
"16","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	산림청·UNCCD 사무국 주관…접경지역 평화 위한 '글로벌 LDN 포럼' 산림 [연합뉴스 자료사진](대전=연합뉴스) 유의주 기자 = 산림청이 다음 달 4∼5일 서울 중구 코리아나 호텔에서 전 세계적으로 진행되는 사막화와 토지 황폐화를 막는 방안을 모색하는 '국제 토지 황폐화 중립 포럼'(Global LDN Forum)을 개최한다.    LDN(토지 황폐화 중립, Land Degradation Neutrality)은 사막화, 산림황폐, 토지 황폐화를 해결하기 위해 2030년까지 이행을 위해 노력해야 할 글로벌 목표이며, 한국이 '창원이니셔티브'를 통해 이행을 지원한다.    지구촌은 매년 남한의 1.2배에 달하는 1천200만ha 면적의 토지가 사막화·황폐화하는 심각한 상황이어서 산림복원 등 LDN 이행을 위한 파트너십 구축이 필요하다.    우리나라는 동북아시아 사막화, 토지 황폐화로 인한 황사, 미세먼지 등 심각한 대기질 오염이 사회적 문제로 부각됨에 따라 주변 국가들과의 산림협력을 더욱 강화할 필요가 있다.    포럼은 최근 남북한의 산림 분야 협력이 논의되는 가운데 국제사회 협력 공감대를 형성하기 위해 마련됐다.    산림청과 유엔 사막화방지협약(UNCCD) 사무국이 공동으로 개최하는 이번 행사에는 모닉 바부 UNCCD 사무총장, 조현 외교부 차관, 반기문 글로벌녹색성장기구(GGGI) 의장 등을 포함한 해외 장·차관급 인사(가이아나, 타지키스탄, 에티오피아, 보스니아헤르체고비나, 가나 참석 계획)와 전문가, 국제기구 관계자 등 40여명이 참석한다.     국내에서는 외교부, 통일부, 비정부기구(NGO), 학계 등 관계자 80여명이 참석한다.    포럼에서 참석자들은 사막화, 토지 황폐화를 막기 위한 국제적인 파트너십 구축 사례와 분쟁지역 접경지에서의 산림 복원 이행을 통한 평화 증진 사례를 검토한다.    산림청은 앞으로 한반도 산림 복원과 평화 증진을 위해 외교부, UNCCD 사무국 등과 협력방안 모델을 개발할 계획이다.    고기연 산림청 국제산림협력관은 ""포럼을 계기로 황사, 미세먼지 영향을 받는 동북아시아 지역에서 토지 황폐화 방지를 위한 산림협력을 강화할 계획""이라며 ""북한 산림 복원 이행과제를 효율적으로 이행하는 국제사회 협력 모델을 마련하고 산림 복원을 통한 평화 증진 방안을 모색하겠다""고 말했다.    yej@yna.co.kr▶기사제보 및 문의▶뉴스가 보여요 - 연합뉴스 유튜브  ▶2018 러시아 월드컵의 모든 것
	
	"
"17","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
동호인 모집책, 최초촬영 자백…유출 혐의는 부인경찰 ""최초 유출자일 가능성 높아…도주·인멸 우려""유명 유튜버 양예원씨와 배우 지망생 이소윤씨에게 노출사진을 강요하고 성추행을 한 의혹을 받는 촬영 동호인 모집책 최모씨(45). 2018.5.22/뉴스1 © News1 임세영 기자(서울=뉴스1) 최동현 기자 = 검찰이 유튜버 양예원씨의 유출사진을 최초로 촬영해 유출한 혐의를 받은 촬영 동호인 모집책 최모씨(45)를 상대로 구속영장을 청구했다.서울서부지검 여성아동범죄조사부(부장검사 오정희)는 28일 밤 성폭력범죄특례법상 동의촬영물 유포·강제추행 혐의로 최씨에 대한 구속영장을 법원에 청구했다고 29일 밝혔다. 최씨의 구속 전 피의자신문(영장실질심사)은 다음 주 열릴 것으로 보인다.검찰에 따르면 최씨는 2015년 7월10일 서울 마포구 합정역 인근 스튜디오에서 양씨의 노출사진을 촬영해 유출하고, 촬영 도중 양씨를 성추행한 혐의를 받는다.최씨가 찍은 양씨의 노출사진은 3년 뒤 음란사이트에 유포됐다. 서울 마포경찰서는 최씨가 도망하거나 증거인멸을 할 우려가 있다고 보고 전날 오후 구속영장을 신청했다.경찰은 최씨가 양씨의 노출사진을 촬영했다는 자백과 물증을 확보한 상태다. 유출사진의 디지털 정보와 촬영 각도를 뜯어본 경찰은 최씨가 '최초유출자'일 가능성이 높다고 보고 있다.하지만 최씨는 ""촬영은 했지만 사진을 담은 저장장치를 분실했다""며 유출 혐의는 강력하게 부인하는 입장을 고수하고 있는 것으로 전해진다.경찰에 따르면 정씨에게 피해를 입었다고 주장하는 피해자는 양씨를 포함해 모두 6명이다. 이들은 정씨에게 속아 노출촬영을 강제당했고, 성추행을 당했다고 밝혔다.피의자는 스튜디오 운영자 정모씨(42)와 모집책 최씨, 이씨의 노출사진 최초유출자 지모씨와 마모씨, 대량 유포자 강모씨(28), 재유포자 A씨와 B씨 등 총 7명이다.애초 마포서는 총 9명의 피의자를 입건했지만, 지난 11일 서울 동작경찰서가 맡은 수사와 중복된 피의자 2명(촬영자 1명, 유포자 1명)은 동작서에 병합했다.양씨 사건 외에 전국 곳곳에서 터져 나온 '비공개 촬영회' 사건 8건은 계속 수사가 진행 중이다. 양씨의 고백 이후 피해자가 속출하면서 '비공개 촬영회'에 대한 수사는 서울지방경찰청 산하 6개 경찰서와 부산지방경찰청까지 광범위하게 확대됐다.서울청은 '준합동수사본부'를 꾸리고 비공개 촬영회를 둘러싼 9개 사건 관계자 43명 중 30명을 특정해 수사 중이다. 이번 사건에 연루된 피의자는 스튜디오 운영자 8명, 촬영자 12명, 수집·유포자 6명, 헤비업로더 11명, 음란사이트 운영자 6명 등 모두 43명이다.경찰은 오랫동안 사진업계의 수면 아래서 암암리에 이뤄지던 '비공개 촬영회'의 유통구조의 실체를 규명하는 한편, '비공개 촬영회 음란사진'의 시작이 운영자와 모집책의 방조에서 시작됐다고 보고 이들의 법적 책임을 물을 방침이다.dongchoi89@news1.kr▶ [뉴스1] 채널설정하기 ▶ 제보하기▶ 2018 러시아 월드컵 기사보기[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]
	
	"
"18","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
랄라블라 혁신 생태계 구축 위한 첫 발…'같이!같이!' 시작삼성증권·코스맥스 등 7개사 스타트업 육성 프로그램 지원 예정© News1(서울=뉴스1) 김민석 기자 = GS리테일이 운영하는 헬스&뷰티숍 '랄라블라(구 왓슨스)'는 국내를 대표하는 제조·유통·벤처캐피탈 기업 7개사와 손잡고 헬스&뷰티 분야 스타트업 육성 프로그램 '같이! 같이!'에 선정된 4개사에 대한 시상식을 진행했다고 29일 밝혔다.지난 1월 ΔGS리테일을 비롯해 Δ코스맥스 Δ녹십자웰빙 Δ인터파크 Δ블루포인트파트너스 Δ인터베스트 Δ삼성증권 등 7개사는 헬스&뷰티 분야 스타트업 발굴과 양성을 위해 '같이! 같이!' 프로그램을 출범했다.앞서 5월 프로그램 지원을 희망하는 기업들로부터 1차 신청을 받은 결과 30여개 이상의 헬스케어&뷰티 분야 스타트업 기업이 참가를 신청했다.1차 서류심사, 2차 인터뷰 심사를 통해 최종 4개사가 선정됐다. 선정된 기업은 '제이랩코스메틱' '제노플랜' '향토유전자원연구소' '해피문데이' 등이다.GS리테일에 따르면 이번 시상식을 통해 선정된 기업들은 회원사들로부터 제품의 생산, 유통, 자금운용과 지원, 경영 컨설팅 등 사업과 관련한 전 분야에 대한 체계적인 지원을 받게 된다. 오는 8월과 11월에도 '같이! 같이!' 프로그램 지원대상 기업에 대한 공모를 진행할 예정이다. 매년 10개 이상의 유망 스타트업 발굴을 목표로 삼고 있다.이번 프로젝트는 '헬스케어&뷰티' 분야의 유망 기업 발굴·육성부터 제품 개발, 생산, 판매 지원 등 서비스를 일괄적으로 제공한다는 취지를 담았다.엑셀러레이터 기업 블루포인트는 역량 있는 스타트업과 중소기업을 발굴하고 삼성증권은 자금 조달과 향후 기업공개(IPO) 등 금융 업무를 지원한다. 인터베스트는 발굴된 기업의 투자 심사 등을 통해 안정적인 운영이 가능하도록 추후 자금 조달을 지원한다.코스맥스는 화장품뿐 아니라 코스맥스바이오, 뉴트리바이오텍 등 계열회사를 통해 헬스케어 제품의 개발·생산을 지원한다. 생산된 제품은 인터파크와 GS리테일의 랄라블라 유통망과 녹십자웰빙의 병원·의원·약국과 같은 유통망을 통해 판매한다는 계획이다.GS리테일 관계자는 ""참여업체의 성공 노하우를 선정 기업에 결합해, 대한민국을 넘어 세계적인 헬스&뷰티 기업으로 성장 할 수 있도록 지원을 아끼지 않겠다""고 말했다.ideaed@news1.kr▶ [뉴스1] 채널설정하기 ▶ 제보하기▶ 2018 러시아 월드컵 기사보기[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]
	
	"
"19","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
오는 7월 7일 오후 4시 태백문화광장 야외무대서 [홍춘봉 기자(=태백)] G1강원민방이 주최하고 G1 문화재단이 주관하는 지역사회 문화 나눔 콘서트 ‘제30회 G1문화재단 찾아가는 음악회’가 오는 7월 7일 오후 4시 태백문화광장 야외무대에서 열린다. 트로트계의 귀공자 신유, 섹시디바 서지오가 출연하며 이종진 지휘자가 이끄는 춘천시립교향악단과 함께 한국 색소폰 콩쿠르 대상 수상에 빛나는 색소포니스트 손 진, 성악가 테너 강신모, 소프라노 허희경이 다양한 장르의 수준 높은 공연을 선보일 예정이다. 지난해 7월 통리 5일장에 맞춰 태후공원에서 개최된 G1문화재단의 찾아가는 음악회는 비가 오는 궂은 날씨에도 트로트 가수들의 흥겨운 노랫소리와 춘천시립교향악단의 수준 높은 라이브 공연으로 많은 시민과 관광객들의 관심을 모으기도 했다.  ⓒ태백시시 관계자는 “제30회 찾아가는 음악회는 낙동강 발원지 황지연못이 위치한 태백문화광장으로 무대를 옮겨 민선7기의 새로운 출발과 함께 시민 모두가 하나 되는 대 시민 화합의 장이 될 것”이라고 말했다.홍춘봉 기자(=태백) (casinohong@pressian.com)▶독자가 프레시안을 지킵니다[프레시안 조합원 가입하기]▶네이버 모바일 메인화면에서 프레시안을 만나세요[프레시안 채널 설정하기]▶성역 없는 언론 프레시안에 제보하기Copyrightsⓒ PRESSian.com 무단전재 및 재배포금지"
"20","
	
	

	
		동영상 뉴스
		
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[앵커]벌써 금요일입니다. 이제 이틀 뒤면 7월이 시작되는데, 상반기를 마무리하는 이번 주말에는 어떤 영화와 공연 소식이 있는지 알아보겠습니다. 문화부 권근영 기자 나와 있습니다.이번 주에 개봉하는 영화는 어떤 것들이 있습니까?[기자]네, 평소 극장가에선 찾아 보기 어려운데요, 이번주엔 유난히 여배우들이 이끌어가는 영화가 많습니다.먼저 위안부 피해자 소송을 다룬 실화 '허스토리'입니다.     부산에서 여행사를 운영하는 문정숙 사장은 위안부 피해자 신고 센터를 임시로 운영합니다.피해 접수를 위해 찾아온 할머니들의 사연을 하나하나 접하다 결국 문 사장은 적극적으로 할머니들을 돕게 됩니다.일본 정부의 공식 사과와 손해배상을 얻어내려고 부산과 시모노세키를 오가며 긴 법정싸움을 시작합니다.6년 동안 23번의 재판을 이어가며 움츠러 들어 있던 할머니들이 점차 자신의 목소리를 내는 과정을 뚝심있게 보여줍니다.쟁쟁한 여배우들이 대거 출연한 것도 화제였습니다.[김희애/배우 : 보조적인 인물이 아니라 당당하게 자신의 삶을 얘기하고, 당당하게 일본 정부와 맞서 싸우는 모습이 굉장히 자랑스러웠고요.]이번엔 여고생 액션입니다.어릴 적 사고로 기억을 잃은 자윤, 외딴 농가에 사는 부부의 목장에서 씩씩한 여고생으로 성장합니다.의문의 초능력 집단이 소녀의 뒤를 캡니다.평범한 시골 소녀가 실은 비밀스러운 힘을 숨기고 살고 있으며, 거대한 조직에 맞선다는 이야기. 한국 영화에서 보기 드문 소재입니다.[앵커]이어서 공연은 어떤게 있을까요?[기자]네, 한국 록의 대부죠, 신중현 씨의 노래로 만든 창작 뮤지컬 '미인'이 무대에 올랐습니다.일제강점기인 1930년대 무성영화관 '하륜관'이 배경입니다.스타 변사 강호와 독립운동을 하는 형 강산, 종로 주먹패 대장 두치와 여류시인 병연의 삶을 통해 어두운 시대에도 빛났던 청춘을 담았습니다.자유와 낭만 그 자체죠, '미인', '아름다운 강산', '빗속의 여인', '리듬 속에 그 춤을' 같은 신중현의 히트곡 23곡을 새롭게 들을 수 있습니다.노래 잠깐 들어보실까요.[앵커]전시 소식은 어떤 것들이 있습니까?[기자]네, 가구와 그림이 한데 어우러진 전시장이죠. 경기도 광주 영은미술관 다녀왔습니다.가죽 소파 너머 '빛의 화가' 방혜자의 그림이 걸렸습니다.깊은 바다에서 건져 올린 나무로 만든 테이블은 세월이 만든 구멍을 감추지 않았습니다.나무의 유연함을 그대로 살리거나 산업 재료를 통해 자연의 곡선미를 드러낸 이탈리아 디자인 가구들이 우리 현대미술가들의 작품과 함께 전시됩니다.집게나 치즈 모양 나무 의자엔 유머가 살아 있는데, 여기 앉아 작품을 감상할 수 있습니다.     온통 붉은 물감으로 그린 이세현의 산수화, 장욱진의 정겨운 그림, 최욱경의 추상화가 걸렸습니다.개관 30년을 맞은 서울시립미술관이 4700여 점의 소장품 중에서 자연과 산책을 키워드로 한 작품 30점을 꼽았습니다.로봇팔에 달린 카메라가 관람객과 전시장을 촬영해 새롭게 보여주고, 관람객의 움직임에 따라 산봉우리와 골짜기가 새로 만들어지고 사라지는 디지털 산수화도 있습니다.[앵커]네. 재미있겠네요. 주말 앞두고 영화, 공연 그리고 전시 소식 들어봤습니다. 권근영 기자였습니다.권근영(young@jtbc.co.kr)▶ 라이브 시청은 유튜브로, 제보는 뉴스룸으로!▶ 스토리, 라이브, 비하인드! JTBC 소셜스토리Copyright by JTBC(http://jtbc.joins.com) and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지
	
	"
"21","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
(서울=연합뉴스) 김은경 기자 = 한국관광공사는 현지인처럼 살아보기, 소확행(작지만 확실한 행복) 등 변화하는 여행패턴에 맞춰 두가지 국내여행 사업을 추진한다고 29일 밝혔다.    하나는 숙박 큐레이션 플랫폼인 '스테이폴리오'와 협업해 진행하는 '대한민국 구석구석 일주일 살기 프로젝트 : 일주일간 내가 만난 풍경들'이다.    기존 여행이 어디를 꼭 가야 하는 '여행코스'에 집중했다면 낯선 환경에서 얻는 영감과 재충전을 위한 '머무름'에 집중하는 여행패턴으로 변화하는 추세에 맞춘 것이다.    유명 관광지가 아닌 조용한 산촌·어촌마을, 구도심 등 독특한 이야기가 있는 숙소를 엄선해 '살아보기 여행'을 해보는 것이다.    7월 30일부터 9월 9일까지 6차례에 걸쳐 6개의'살아보기 여행'을 해 볼 수 있다.     행사에 참여하려면 7월 12일까지 한국관광공사 '대한민국 구석구석' 홈페이지(korean.visitkorea.or.kr)와 애플리케이션에서 신청하면 된다.     체험자는 2∼6명 단위로 총 6개 팀을 선정하며, 이들에게 일주일(6박7일) 숙박권을 제공한다.     공사는 체험자들에게 여행 기간 중 경험한 느낌을 그대로 살린 여행지 동영상 또는 사진과 스토리들을 받아 공사 국내여행 홈페이지 및 SNS채널에서 홍보할 예정이다.    두 번째는 '나를 찾아 떠나는 90일간의 여행 마이리얼갭이어'(My Real Gap Year) 시즌2다.     상반기에 이어 두번째로 진행되는 '마이리얼갭이어'는 학업이나 일을 잠시 중단하고 여행을 통해 흥미와 적성을 찾으며 앞으로의 진로를 설정하는 기간을 독려하는 프로젝트다.     시즌1에서는 약 290대1의 경쟁률을 뚫고 주인공이 된 강수정씨가 3월부터 3개월간 대한민국 구석구석을 여행하며 총 21개 지역 63개의 관광지를 방문한 바 있다.    지원자 모집은 7월 2일부터 22일까지 공사 대한민국 구석구석 블로그와 페이스북에서 진행된다.    대한민국 국민이면 누구나 응모할 수 있고, 공사는 최종 합격자에게 교통, 식사, 숙박 등 여행에 필요한 기본 경비 일체를 지원한다.    kamja@yna.co.kr▶기사제보 및 문의▶뉴스가 보여요 - 연합뉴스 유튜브  ▶2018 러시아 월드컵의 모든 것
	
	"
"22","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
스티브 바라캇 내한 공연 포스터[코리안팝스오케스트라 제공](서울=연합뉴스) 박수윤 기자 = 캐나다 출신 유명 작곡가 스티브 바라캇이 오는 9월 내한 공연을 펼친다.    코리안팝오케스트라는 오는 9월 8일 서울 송파구 롯데콘서트홀에서 '스티브 바라캇 로맨틱 가을 콘서트'를 연다고 29일 밝혔다.    스티브 바라캇은 KTX 정차역에서 들을 수 있는 배경음 '캘리포니아 바이브스(California Vibes)'를 작곡했고, SM엔터테인먼트의 디지털 음원 공개 채널인 '스테이션'의 신곡에 참여하는 등 한국과 인연이 깊다.    작년에는 전북 김제와 군산을 둘러본 뒤 새만금 주제곡 'One More Heart, One More Dream'을 만들어 헌정하기도 했다.    새만금개발청과 코리안팝오케스트라가 공동 주최하는 이번 공연에선 그가 작곡한 '서울 남자, 평양 여자(He is from Seoul, She is from Pyongyang)'를 비롯해 tvN 드라마 '도깨비' 촬영지인 캐나다 퀘벡의 정취를 담은 '샤토 프롱트낙'(Chateau Frontenac) 등을 선보인다.    입장권은 롯데콘서트홀 홈페이지에서 예매할 수 있다. R석 15만원, S석 12만원, A석 8만원, B석 4만원.  ☎02-2051-7379    clap@yna.co.kr▶기사제보 및 문의▶뉴스가 보여요 - 연합뉴스 유튜브  ▶2018 러시아 월드컵의 모든 것
	
	"
"23","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
7~8월 호텔·액티비티 예약 데이터 분석액티비티 예약은 경기, 서울 순…티켓 판매 1위 캐리비안베이휴가철 호텔 최대 2만원 즉시할인, 신규회원 15만원 쿠폰팩 등 제공【서울=뉴시스】오동현 기자 = 여름 휴가철 국내에서 호텔 예약이 가장 많은 지역은 제주로 나타났다. 호텔∙리조트 예약 서비스 호텔나우가 7~8월 호텔 및 액티비티 예약 데이터 분석을 바탕으로 ‘미리 보는 여름휴가 예약 트렌드’를 29일 공개했다. 호텔나우 여름휴가 예약 트렌드에 따르면 국내 호텔 예약건 중 제주 지역 호텔이 35%를 차지했다. 2위는 강원(25%), 3위는 부산(15%) 지역으로 나타났으며, 전라, 경상 지역은 각각 9%, 8%를 기록했다.호텔 예약 관련 최근 검색량이 급증한 키워드는 ‘수영장’, ‘풀빌라’, ‘리조트’, ‘4인’, ‘오션뷰’ 등이다. 액티비티 7~8월 예약 비중은 경기 지역이 50%로 가장 컸고, 서울(20%), 제주(12%), 충남(5%), 강원(3%) 지역이 뒤를 이었다. 액티비티 상품 유형별 예약률은 워터파크/스파 이용권(34%), 테마파크 이용권(23%), 입장권(22%), 레포츠(15%), 체험 및 축제(3%) 순으로 높았다. 입장권 카테고리에는 동∙식물원, 박물관 등 문화관광시설과 전시회, 테마카페 등이 포함된다. 개별 판매 비중에서는 캐리비안베이(34%), 에버랜드(20%), 샤갈 러브앤라이프 展(7%), 파라다이스스파 도고(6%), AK수상레저(5%)가 상위 5위권에 올랐다. 판매 상위권 절반 이상을 물놀이 시설이 차지하며 계절성이 뚜렷하게 드러났다.한편, 호텔나우는 여름휴가 시즌 내내 다양한 기획전을 진행한다.기획전에 참여하는 호텔에 예약하면 최대 2만원의 즉시할인 쿠폰, 호텔별 특가/특전 등 혜택을 제공한다.7월 기획전 참여 호텔은 서울 그랜드힐튼 호텔, 롯데호텔월드, 제주 메종글래드 호텔, 서머셋 제주신화월드, 부산 라마다앙코르 해운대, 켄트호텔 광안리, 사천 아르떼 리조트, 여수 히든베이 호텔 등 21곳이다. 7월말까지 신규가입 고객에게는 액티비티 할인쿠폰을 포함한 15만원 쿠폰팩도 100% 증정한다. 김가영 호텔나우 대표는 “여름 휴가철은 평월 대비 예약량이 3배 가량 급증하는 연중 가장 큰 성수기인 만큼 기존 고객뿐 아니라 신규 고객들도 부담 없이 자사 서비스를 이용해볼 수 있도록 다양한 프로모션을 마련했다”고 전했다.odong85@newsis.com▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 ▶ 뉴시스 SNS [페이스북] [트위터]"
