age,careAddr,careNm,careTel,chargeNm,colorCd,desertionNo,filename,happenDt,happenPlace,kindCd,neuterYn,noticeEdt,noticeNo,noticeSdt,officetel,orgNm,popfile,processState,sexCd,specialMark,weight,
2016(년생),강원도 강릉시 성산면 내맬길 172 (성산면/ 유기동물보호소) ,강릉시 동물보호소,033-641-7515,전찬,검정,442420201800348,http://www.animal.go.kr/files/shelter/2018/06/201806231706584_s.jpg,20180622,송정동 팔송로 빌라입구,[개] 푸들,N,20180703,강원-강릉-2018-00351,20180623,033-640-5591,강원도 강릉시,http://www.animal.go.kr/files/shelter/2018/06/201806231706584.jpg,보호중,M,붉은색철물점목줄 착용/ 심장사상충 감염/ 기침심함,4.2(Kg),
2017(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,031-355-7534,김지훈,노란빛 흰색,441553201801372,http://www.animal.go.kr/files/shelter/2018/06/201806231006865_s.jpg,20180622,서신면 장외리 530-89,[개] 믹스견,U,20180702,경기-화성-2018-00807,20180623,031-369-6381,경기도 화성시,http://www.animal.go.kr/files/shelter/2018/06/201806231006865.jpg,종료(안락사),F,코가 조금 붉고/ 노란빛 모색을 가지고 있음,12(Kg),
2017(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,031-355-7534,김지훈,흰색,441553201801371,http://www.animal.go.kr/files/shelter/2018/06/201806231006402_s.jpg,20180622,서신면 장외리 530-89,[개] 믹스견,U,20180702,경기-화성-2018-00806,20180623,031-369-6381,경기도 화성시,http://www.animal.go.kr/files/shelter/2018/06/201806231006402.jpg,종료(안락사),M,코가 붉고/ 노란빛 눈을 가지고 있음,13(Kg),
2015(년생),경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,남양유기견보호센터,031-355-7534,김지훈,검정,441553201801370,http://www.animal.go.kr/files/shelter/2018/06/201806231006272_s.jpg,20180622,동탄반석로 188,[개] 믹스견,U,20180702,경기-화성-2018-00805,20180623,031-369-6381,경기도 화성시,http://www.animal.go.kr/files/shelter/2018/06/201806231006272.jpg,종료(반환),M,눈 위/ 턱/ 앞가슴 부분에 금빛 털이 나있음,17(Kg),
2017(년생),경기도 양주시 남면 감악산로 63-37 (남면) ,한국동물구조관리협회,031-867-9119,신철우,갈,441409201800390,http://www.animal.go.kr/files/shelter/2018/06/201806231606656_s.jpg,20180622,오리정로 13 인근,[개] 푸들,Y,20180703,경기-김포-2018-00250,20180623,031-980-2826,경기도 김포시,http://www.animal.go.kr/files/shelter/2018/06/201806231606656.jpg,종료(안락사),M,코진밤색.성기돌출.겉피부가말려들어감.뒷다리가펴지지않는듯함.보행장애.꼬리단미안됨.,5.2(Kg),
2014(년생),경기도 군포시 산본동 213번지 9호 외 1필지 2층,군포시 보호소,031-394-2259,이종설,흰색,441402201800344,http://www.animal.go.kr/files/shelter/2018/06/201806231006119_s.jpg,20180622,금정역,[개] 비숑 프리제,N,20180703,경기-군포-2018-00216,20180623,031-390-0437,경기도 군포시,http://www.animal.go.kr/files/shelter/2018/06/201806231006119.jpg,종료(반환),F,-,5.5(Kg),
2017(년생),경기도 고양시 덕양구 고양대로 1695 (원흥동/ 고양시 농업기술센터) 고양시동물보호센터,고양시동물보호센터,031-962-3232,김동환,황백색,441394201801079,http://www.animal.go.kr/files/shelter/2018/06/201806222106186_s.jpg,20180622,내곡동 43-8,[개] 믹스견,Y,20180703,경기-고양-2018-00712,20180623,031-8075-4604,경기도 고양시,http://www.animal.go.kr/files/shelter/2018/06/201806222106186.jpg,종료(안락사),M,적색목줄 착용,7(Kg),
2015(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,김유철,흰,441382201800585,http://www.animal.go.kr/files/shelter/2018/06/201806231606529_s.jpg,20180622,가능동 670-14 식당 앞,[개] 말티즈,Y,20180703,경기-의정부-2018-00212,20180623,031-828-4033,경기도 의정부시,http://www.animal.go.kr/files/shelter/2018/06/201806231606529.jpg,종료(입양),M,양귀털/꼬리끝털더긺/갈색으로염색됨.눈물자국.코검정색.겁많음.,4.5(Kg),
2015(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,김유철,흰,441382201800584,http://www.animal.go.kr/files/shelter/2018/06/201806231606836_s.jpg,20180622,가능동 670-14 식당 앞,[개] 말티즈,U,20180703,경기-의정부-2018-00211,20180623,031-828-4033,경기도 의정부시,http://www.animal.go.kr/files/shelter/2018/06/201806231606836.jpg,종료(입양),F,양귀털/꼬리끝털빨간색으로염색됨.왼눈눈곱심함.결막염.코검정색.부정교합.털상태양호.,2.9(Kg),
2014(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,김유철,흰,441382201800583,http://www.animal.go.kr/files/shelter/2018/06/201806231506933_s.jpg,20180622,가능동 670-14 식당 앞,[개] 말티즈,U,20180703,경기-의정부-2018-00210,20180623,031-828-4033,경기도 의정부시,http://www.animal.go.kr/files/shelter/2018/06/201806231506933.jpg,종료(입양),F,눈물자국조금.코검정색.겁조금있음.얌전함.낑낑거림.,3.7(Kg),
2008(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,김유철,갈,441382201800582,http://www.animal.go.kr/files/shelter/2018/06/201806231506616_s.jpg,20180622,녹양동 인근,[개] 코카 스파니엘,U,20180703,경기-의정부-2018-00209,20180623,031-828-4033,경기도 의정부시,http://www.animal.go.kr/files/shelter/2018/06/201806231506616.jpg,종료(반환),F,외이염.백내장.코진밤색.구강질환.침흘림.유두큼.유선처짐.피부질환.꼬리단미됨.,8.8(Kg),
2017(년생),울산광역시 울주군 온양읍 발리 1144,울산유기동물보호센터,052-238-6113,정다재,흰색,431373201800389,http://www.animal.go.kr/files/shelter/2018/06/201806230906919_s.jpg,20180622,회야강옆 체육공원,[개] 믹스견,N,20180703,울산-울주-2018-00309,20180623,052-204-1633,울산광역시 울주군,http://www.animal.go.kr/files/shelter/2018/06/201806230906919.jpg,보호중,M,경계심심함,11(Kg),
2014(년생),대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 4호,허동물병원,053-752-7535,경제환경과,검정,427346201800511,http://www.animal.go.kr/files/shelter/2018/06/201806230906822_s.jpg,20180622,황금초등학교 부근,[개] 진도견,N,20180703,대구-수성-2018-00343,20180623,053-666-2606,대구광역시 수성구,http://www.animal.go.kr/files/shelter/2018/06/201806230906822.jpg,종료(안락사),M,착함,12(Kg),
2011(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,이홍규,갈,411315201800259,http://www.animal.go.kr/files/shelter/2018/06/201806231506148_s.jpg,20180622,까치산로 15길 17 소나무공원 인근,[개] 푸들,U,20180703,서울-강서-2018-00188,20180623,02-2600-6284,서울특별시 강서구,http://www.animal.go.kr/files/shelter/2018/06/201806231506148.jpg,종료(반환),F,눈물자국.코밝은갈색+테두리검정색.입주위털하얗게쇰.부정교합.,2.4(Kg),
2017(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,이홍규,검/흰,411315201800258,http://www.animal.go.kr/files/shelter/2018/06/201806231506740_s.jpg,20180622,염창동 242-29 인근,[개] 프렌치 불독,Y,20180703,서울-강서-2018-00187,20180623,02-2600-6284,서울특별시 강서구,http://www.animal.go.kr/files/shelter/2018/06/201806231506740.jpg,종료(안락사),M,부정교합.얼굴털변색.날씬함.,9.5(Kg),
2008(년생),경기도 양주시 남면 상수리 410-1,한국동물구조관리협회,031-867-9119,이홍규,흰,411315201800257,http://www.animal.go.kr/files/shelter/2018/06/201806231506646_s.jpg,20180622,공항동 송정초등학교 근처,[개] 말티즈,N,20180703,서울-강서-2018-00186,20180623,02-2600-6284,서울특별시 강서구,http://www.animal.go.kr/files/shelter/2018/06/201806231506646.jpg,종료(자연사),M,고령.눈물자국.백내장.전신피부질환.꼬리탈모.여윔.비틀거림.기력없음.식욕없음.,1.9(Kg),
2013(년생),경기도 양주시 남면 감악산로 63-37 (남면) ,동물구조관리협회,031-868-2851,이영신,갈/흰,411310201800524,http://www.animal.go.kr/files/shelter/2018/06/201806231606193_s.jpg,20180622,마들로5길 25 세븐일레븐 인근,[개] 믹스견,N,20180703,서울-노원-2018-00114,20180623,02-2116-3473,서울특별시 노원구,http://www.animal.go.kr/files/shelter/2018/06/201806231606193.jpg,보호중,M,양귀반처짐.코갈색.누런치석.마름.입/배주변피부질환의심/발적.몸떪.겁있음.,7.8(Kg),
2015(년생),경기도 양주시 남면 감악산로 63-37 ,한국동물구조관리협회,031-867-9119,김명화,갈/흰,411305201800248,http://www.animal.go.kr/files/shelter/2018/06/20180623150677_s.jpg,20180622,장안동 405-13 인근,[개] 시츄,N,20180703,서울-동대문-2018-00132,20180623,02-2127-4274,서울특별시 동대문구,http://www.animal.go.kr/files/shelter/2018/06/20180623150677.jpg,종료(안락사),M,결막염.눈물자국.코검정색.부정교합.몸곳곳털뭉침.엉덩이변오염심함/파리알있었음.,5.1(Kg),
2016(년생),경상남도 창원시 의창구 창이대로 71 (명서동/ 창원시농업기술센터) 창원지도과,창원유기동물보호소,055-225-5541,의창성산구,검정색+흰색,448567201800688,http://www.animal.go.kr/files/shelter/2018/06/201806221606214_s.jpg,20180622,성산구 상남동 성원주상가 앞,[개] 믹스견,U,20180702,경남-창원1-2018-00464,20180622,055-225-5543,경상남도 창원시 의창성산구,http://www.animal.go.kr/files/shelter/2018/06/201806221606214.jpg,보호중,F,H-6-1-36  정색+흰색. 옷착용. 피부병 심함,3.7(Kg),
2014(년생),경상남도 거창군 거창읍 거창대로 13-2 (거창읍/ 칠성슈퍼) ,나래동물병원,055-942-8875,거창군,짙은 회색,448547201800181,http://www.animal.go.kr/files/shelter/2018/06/201806221506917_s.jpg,20180622,거창군 가조면 도리 동남교 아래,[개] 믹스견,N,20180702,경남-거창-2018-00186,20180622,055-940-8140,경상남도 거창군,http://www.animal.go.kr/files/shelter/2018/06/201806221506917.jpg,보호중,M,온순함,5(Kg),
2015(년생),경상남도 함양군 수동면 변동3길 6-2 (수동면) ,중앙동물병원,055-963-7615,정순우,흰색에 검은반점,448546201800068,http://www.animal.go.kr/files/shelter/2018/06/201806221406792_s.jpg,20180622,함양읍사무소 주차장,[개] 믹스견,N,20180702,경남-함양-2018-00066,20180622,055-960-5244,경상남도 함양군,http://www.animal.go.kr/files/shelter/2018/06/201806221406792.jpg,보호중,F,얼굴과 복부에 검은 반점있으며 꼬리가 길고 털이 많이 빠짐. 사람을 잘 따르고 붉은 목줄 착용,4(Kg),
2018(년생),경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,055-392-5393,양산시,검정,448538201800392,http://www.animal.go.kr/files/shelter/2018/06/20180622170689_s.jpg,20180622,어곡동 1044번지,[개] 믹스견,U,20180702,경남-양산-2018-00232,20180622,055-392-5393,경상남도 양산시,http://www.animal.go.kr/files/shelter/2018/06/20180622170689.jpg,종료(자연사),M,믹스 강아지,3.7(Kg),
2018(년생),경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,055-392-5393,양산시,검정,448538201800391,http://www.animal.go.kr/files/shelter/2018/06/201806221706492_s.jpg,20180622,어곡동 1044번지,[개] 믹스견,U,20180702,경남-양산-2018-00231,20180622,055-392-5393,경상남도 양산시,http://www.animal.go.kr/files/shelter/2018/06/201806221706492.jpg,종료(자연사),F,믹스,3.5.(Kg),
2018(년생),경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,055-392-5393,양산시,갈색,448538201800390,http://www.animal.go.kr/files/shelter/2018/06/201806221706996_s.jpg,20180622,화제초등학교 딸기하우스 앞,[개] 믹스견,U,20180702,경남-양산-2018-00230,20180622,055-392-5393,경상남도 양산시,http://www.animal.go.kr/files/shelter/2018/06/201806221706996.jpg,보호중,F,갈색 믹스,9.1(Kg),
2009(년생),경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,055-392-5393,양산시,갈색,448538201800389,http://www.animal.go.kr/files/shelter/2018/06/201806221706865_s.jpg,20180622,양산시 상북면 수서로 349-94 부근,[개] 코카 스파니엘,U,20180702,경남-양산-2018-00229,20180622,055-392-5393,경상남도 양산시,http://www.animal.go.kr/files/shelter/2018/06/201806221706865.jpg,종료(입양),M,갈색 코카,8.5(Kg),
2014(년생),경상남도 양산시 동면 석산리 392 양산시농업기술센터,양산시유기동물보호소,055-392-5393,양산시,흰검,448538201800388,http://www.animal.go.kr/files/shelter/2018/06/201806221706423_s.jpg,20180622,신기동 베데스타 병원 옆,[개] 믹스견,U,20180702,경남-양산-2018-00228,20180622,055-392-5393,경상남도 양산시,http://www.animal.go.kr/files/shelter/2018/06/201806221706423.jpg,보호중,M,믹스 사나움,5.5(Kg),
2015(년생),경상남도 창원시 진해구 웅천로 218 (성내동/ 농업기술센터) 205번지 ,진해유기동물보호소,055-225-5701,진해기술지원과,흰색,448532201800352,http://www.animal.go.kr/,20180622,남문동 1286-2 근처 도로변,[개] 믹스견,N,20180702,경남-창원3-2018-00264,20180622,055-225-5701,경상남도 창원시 진해구,http://www.animal.go.kr/,종료(자연사),M,교통사고 이송중 자연사,15(Kg),
2015(년생),경상남도 진주시 집현면 신당길207번길 22 (집현면/ 지역농업개발시설) ,진주시유기동물보호소,055-749-6134,진주시청,흰색+갈색+검정색,448531201800209,http://www.animal.go.kr/files/shelter/2018/06/201806221706640_s.jpg,20180622,진주시 이반성면 하곡리,[개] 세인트 버나드,N,20180629,경남-진주-2018-00202,20180622,055-749-6203,경상남도 진주시,http://www.animal.go.kr/files/shelter/2018/06/201806221706640.jpg,종료(입양),M,피부병 있음/ 순함,45.3(Kg),
2016(년생),경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,칠곡유기동물보호센터,054-973-5710,이민주,흰색,447522201800165,http://www.animal.go.kr/files/shelter/2018/06/201806221506249_s.jpg,20180622,왜관식자재마트,[개] 치와와,U,20180702,경북-칠곡-2018-00163,20180622,054-979-6497,경상북도 칠곡군,http://www.animal.go.kr/files/shelter/2018/06/201806221506249.jpg,보호중,M,치와와믹스,4(Kg),
2018(년생),경상북도 성주군 대가면 동강한강로 941-1 가야유기동물보호소,가야유기동물보호소,010-3515-2020,이호현,흰색,447521201800116,http://www.animal.go.kr/files/shelter/2018/06/201806221506516_s.jpg,20180622,월항파출소 통보,[개] 믹스견,U,20180702,경북-성주-2018-00115,20180622,054-930-6684,경상북도 성주군,http://www.animal.go.kr/files/shelter/2018/06/201806221506516.jpg,보호중,F,흰색 암컷 믹스견 한마리 ,7~8(Kg),
2018(년생),경상북도 성주군 대가면 동강한강로 941-1 가야유기동물보호소,가야유기동물보호소,010-3515-2020,이호현,흰색 ,447521201800115,http://www.animal.go.kr/files/shelter/2018/06/201806221506120_s.jpg,20180622,월항파출소 통보,[개] 믹스견,U,20180702,경북-성주-2018-00114,20180622,054-930-6684,경상북도 성주군,http://www.animal.go.kr/files/shelter/2018/06/201806221506120.jpg,보호중,M,흰색 수컷 믹스견 한마리 ,6~8(Kg),
2018(년생),경상북도 성주군 대가면 동강한강로 941-1 가야유기동물보호소,가야유기동물보호소,010-3515-2020,이호현,흰색 ,447521201800114,http://www.animal.go.kr/files/shelter/2018/06/201806221506409_s.jpg,20180622,월항파출소 통보,[개] 믹스견,U,20180702,경북-성주-2018-00113,20180622,054-930-6684,경상북도 성주군,http://www.animal.go.kr/files/shelter/2018/06/201806221506409.jpg,보호중,M,흰색 수컷 믹스견 한마리 ,8~10(Kg),
2016(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,연황색,447512201800210,http://www.animal.go.kr/files/shelter/2018/06/201806222006767_s.jpg,20180622,호계태봉동네,[개] 믹스견,N,20180629,경북-문경-2018-00182,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/201806222006767.jpg,종료(안락사),M,3개월령강아지,4(Kg),
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,갈색,447512201800209,http://www.animal.go.kr/files/shelter/2018/06/201806222006453_s.jpg,20180622,호계태봉동네,[개] 믹스견,N,20180629,경북-문경-2018-00185,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/201806222006453.jpg,종료(자연사),M,이유강아지,2(Kg),
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,갈색,447512201800208,http://www.animal.go.kr/files/shelter/2018/06/201806222006824_s.jpg,20180622,호계태봉동네,[개] 믹스견,N,20180629,경북-문경-2018-00181,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/201806222006824.jpg,종료(자연사),M,어린강아지,1.5(Kg),
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,갈색,447512201800207,http://www.animal.go.kr/files/shelter/2018/06/201806222006476_s.jpg,20180622,호계태봉동네,[개] 믹스견,N,20180629,경북-문경-2018-00184,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/201806222006476.jpg,종료(입양),M,어린강아지,1.5(Kg),
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,갈색,447512201800206,http://www.animal.go.kr/files/shelter/2018/06/201806222006248_s.jpg,20180622,호계태봉,[개] 믹스견,U,20180629,경북-문경-2018-00183,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/201806222006248.jpg,종료(입양),F,어린강아지,1.5(Kg),
2018(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,갈색,447512201800205,http://www.animal.go.kr/files/shelter/2018/06/20180622190674_s.jpg,20180622,산북 석봉,[개] 믹스견,N,20180629,경북-문경-2018-00180,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/20180622190674.jpg,종료(안락사),F,발정이옴,8(Kg),
2013(년생),경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,종합가축병원,054-552-2233,김연희,갈색,447512201800204,http://www.animal.go.kr/files/shelter/2018/06/201806221906107_s.jpg,20180622,한국곡유리,[개] 믹스견,N,20180629,경북-문경-2018-00179,20180622,054-550-6287,경상북도 문경시,http://www.animal.go.kr/files/shelter/2018/06/201806221906107.jpg,보호중,M,눈병과 피부병,12(Kg),
2013(년생),전라남도 화순군 화순읍 한고을길 42 (화순읍) ,화순위탁보호소,010-9968-9241,김현빈,검정,446490201800161,http://www.animal.go.kr/files/shelter/2018/06/201806221606861_s.jpg,20180622,전남 화순군 화순읍 서양로 연인카페 앞에서 발견.,[개] 슈나우져,N,20180702,전남-화순-2018-00161,20180622,061-379-3658,전라남도 화순군,http://www.animal.go.kr/files/shelter/2018/06/201806221606861.jpg,종료(반환),M,미용상태 양호,8(Kg),
2016(년생),전라남도 담양군 봉산면 대추1길 111 (봉산면) 111,담양군 동물보호소,010-3604-1338,추순두,갈색 브라운,446485201800071,http://www.animal.go.kr/files/shelter/2018/06/201806221606790_s.jpg,20180622,대전면 강의리 230-2,[개] 푸들,N,20180702,전남-담양-2018-00069,20180622,061-380-2729,전라남도 담양군,http://www.animal.go.kr/files/shelter/2018/06/201806221606790.jpg,종료(반환),M,갈색 브라운 온순,2(Kg),
2017(년생),전라남도 담양군 봉산면 대추1길 111 (봉산면) 111,담양군 동물보호소,010-3604-1338,추순두,갈색,446485201800070,http://www.animal.go.kr/,20180622,담양읍 무정로 75 (청전@앞,[개] 푸들,N,20180702,전남-담양-2018-00068,20180622,061-380-2729,전라남도 담양군,http://www.animal.go.kr/,종료(반환),M,갈색 온순하고 미용이 잘됨 ,2(Kg),
2015(년생),전라남도 광양시 사동로 70 (중동) 1층/ 2층,광양동물메디컬센터,061-792-7501,광양시,백색,446484201800172,http://www.animal.go.kr/files/shelter/2018/06/20180622170652_s.jpg,20180622,광영동 주변,[개] 푸들,N,20180702,전남-광양-2018-00171,20180622,061-797-3536,전라남도 광양시,http://www.animal.go.kr/files/shelter/2018/06/20180622170652.jpg,종료(입양),F,푸들 백색 암컷 3살,3.7(Kg),
2015(년생),전라남도 광양시 사동로 70 (중동) 1층/ 2층,광양동물메디컬센터,061-792-7501,광양시,황색,446484201800171,http://www.animal.go.kr/files/shelter/2018/06/201806221706998_s.jpg,20180622,옥곡 신금로 384-2 주변,[개] 믹스견,N,20180702,전남-광양-2018-00170,20180622,061-797-3536,전라남도 광양시,http://www.animal.go.kr/files/shelter/2018/06/201806221706998.jpg,종료(입양),F,믹스견 황색 암컷 3살,7.6(Kg),
2018(년생),전라북도 부안군 부안읍 번영로 185 (부안읍/ 르노삼성자동차) 연합동물병원,연합동물병원,010-3652-8183,부안군,검정+갈색,445479201800083,http://www.animal.go.kr/files/shelter/2018/06/201806221706339_s.jpg,20180622,변산면 운산리 238-14,[개] 닥스훈트,U,20180703,전북-부안-2018-00076,20180622,063-580-4499,전라북도 부안군,http://www.animal.go.kr/files/shelter/2018/06/201806221706339.jpeg,종료(입양),M,장모 닥스훈트,4(Kg),
2016(년생),전라북도 부안군 부안읍 번영로 185 (부안읍/ 르노삼성자동차) 연합동물병원,연합동물병원,010-3652-8183,부안군,흰색,445479201800081,http://www.animal.go.kr/files/shelter/2018/06/201806221306626_s.jpg,20180622,부안군청,[개] 말티즈,U,20180703,전북-부안-2018-00075,20180622,063-580-4499,전라북도 부안군,http://www.animal.go.kr/files/shelter/2018/06/201806221306626.jpg,종료(반환),F,얌전한 성격,2(Kg),
2017(년생),전라북도 고창군 고창읍 보릿골로 138 (고창읍/ 한사랑동물병원) ,한사랑동물병원,063-562-9154,김종효,황색,445478201800048,http://www.animal.go.kr/files/shelter/2018/06/201806220806966_s.jpg,20180622,아산면 효생,[개] 믹스견,N,20180702,전북-고창-2018-00048,20180622,063-560-2619,전라북도 고창군,http://www.animal.go.kr/files/shelter/2018/06/201806220806966.jpg,보호중,F,목줄없이 배회,2(Kg),
2015(년생),전라북도 김제시 동서로 59 (교동/ 김제시농업기술센터) 축산진흥과,김제시,063-540-3683,이우진,하얀색,445471201800057,http://www.animal.go.kr/files/shelter/2018/06/201806220906560_s.jpg,20180622,김제시 요촌동 청정한우촌 부근,[개] 말티즈,N,20180702,전북-김제-2018-00054,20180622,063-540-3683,전라북도 김제시,http://www.animal.go.kr/files/shelter/2018/06/201806220906560.jpg,보호중,F,청정한우촌 배회,5(Kg),
2018(년생),전라북도 남원시 왕정동 67 ,하나동물병원,063-634-7582,남원시,검정,445470201800286,http://www.animal.go.kr/files/shelter/2018/06/201806221806699_s.jpg,20180622,남원시 조산동 싱싱타이어,[개] 믹스견,U,20180702,전북-남원-2018-00233,20180622,063-620-6420,전라북도 남원시,http://www.animal.go.kr/files/shelter/2018/06/201806221806699.jpg,보호중,M,피부질환 사진참조,1.5(Kg),
2008(년생),전라북도 정읍시 충정로 199 (장명동/ 다나동물병원) ,다나동물병원,063-537-1041,정읍시,백색,445469201800320,http://www.animal.go.kr/files/shelter/2018/06/201806221706650_s.jpg,20180622,우체국후문,[개] 말티즈,N,20180702,전북-정읍-2018-00175,20180622,063-539-6373,전라북도 정읍시,http://www.animal.go.kr/files/shelter/2018/06/201806221706650.jpg,종료(입양),M,사나움,6.53(Kg),
2013(년생),전라북도 정읍시 충정로 199 (장명동/ 다나동물병원) ,다나동물병원,063-537-1041,정읍시,검정,445469201800317,http://www.animal.go.kr/files/shelter/2018/06/201806221206727[1]_s.jpg,20180622,부영1차A,[개] 보스턴 테리어,N,20180702,전북-정읍-2018-00174,20180622,063-539-6373,전라북도 정읍시,http://www.animal.go.kr/files/shelter/2018/06/201806221206727[1].jpg,종료(입양),M,피부병있슴.,4.59(Kg),
2013(년생),전라북도 전주시 완산구 삼천동1가 592-1,프렌즈동물병원,063-227-4975,최남선,흰색,445464201801099,http://www.animal.go.kr/files/shelter/2018/06/201806222306974_s.jpg,20180622,삼천동 초원막걸리,[개] 말티즈,N,20180702,전북-전주-2018-00816,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806222306974.jpg,종료(반환),M,역두색 고무목걸이,4(Kg),
2017(년생),전라북도 전주시 덕진구 인후동1가 806-6,행복한동물병원,063-244-0090,최남선,흰색갈색,445464201801098,http://www.animal.go.kr/files/shelter/2018/06/201806222206143_s.jpg,20180622,인후동 제일빌 주차장,[개] 믹스견,U,20180702,전북-전주-2018-00815,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806222206143.jpg,종료(자연사),F,피부질병,6(Kg),
2018(년생),전라북도 전주시 덕진구 인후동1가 806-6,행복한동물병원,063-244-0090,최남선,흰색갈색,445464201801097,http://www.animal.go.kr/files/shelter/2018/06/201806222206756_s.jpg,20180622,인후동 제일빌 주차장,[개] 시츄,N,20180702,전북-전주-2018-00814,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806222206756.jpg,종료(입양),F,털이심하게 엉켜있음,4(Kg),
2018(년생),전라북도 전주시 완산구 경원동1가 3-10,동부동물병원,063-231-2455,최남선,황색,445464201801096,http://www.animal.go.kr/files/shelter/2018/06/201806222006339_s.jpg,20180622,덕진 문화파출소,[개] 믹스견,N,20180702,전북-전주-2018-00813,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806222006339.jpg,종료(자연사),M,파란목줄착용,4.0(Kg),
2013(년생),전라북도 전주시 완산구 서신동 28,수동물병원,063-273-7272,최남선,흰색,445464201801095,http://www.animal.go.kr/files/shelter/2018/06/201806221906752_s[1].jpg,20180622,전주 천서로 279-93,[개] 진도견,N,20180702,전북-전주-2018-00812,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806221906752.jpg,종료(반환),F,파란색 목줄,16.2(Kg),
2016(년생),전라북도 전주시 완산구 경원동1가 3-10,동부동물병원,063-231-2455,최남선,황색,445464201801094,http://www.animal.go.kr/files/shelter/2018/06/201806221906235_s.jpg,20180622,추천대교부근,[개] 믹스견,N,20180702,전북-전주-2018-00811,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806221906235.jpg,종료(입양),F,쇠사슬목줄,16(Kg),
2016(년생),전라북도 전주시 완산구 경원동1가 3-10,동부동물병원,063-231-2455,최남선,황색,445464201801093,http://www.animal.go.kr/files/shelter/2018/06/201806221906511_s.jpg,20180622,추천대교부근,[개] 믹스견,U,20180702,전북-전주-2018-00810,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/201806221906511.jpg,종료(입양),F,쇠사슬목줄,5.5(Kg),
2017(년생),전라북도 전주시 완산구 경원동1가 3-10,동부동물병원,063-231-2455,최남선,흰색,445464201801092,http://www.animal.go.kr/files/shelter/2018/06/20180622180649_s.jpg,20180622,송천신일아파트,[개] 푸들,N,20180702,전북-전주-2018-00809,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/20180622180649.jpg,종료(반환),M,뀌끝분홍색염색흔적,2.4(Kg),
2017(년생),전라북도 전주시 완산구 경원동1가 3-10,동부동물병원,063-231-2455,최남선,흰색갈색,445464201801091,http://www.animal.go.kr/files/shelter/2018/06/20180622180684_s.jpg,20180622,우아동1가178,[개] 믹스견,N,20180702,전북-전주-2018-00808,20180622,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/06/20180622180684.jpg,보호중,M,온순함,12(Kg),
